code,city,lat,lon,volume
TSA,臺北松山機場,25.063631,121.551513,47532
TPE,桃園國際機場,25.08185919608926,121.2387998695946,575897
KHH,高雄國際機場,22.57527777777778,120.3505555555556,85382
TXG,台中國際機場,24.191897,120.65546,24485
