terminal,type,aircode,airname,flightid,gate,date,time,estdate,esttime,location,locationeng,locationcn,status,aircraft,otherport,otherenf,othercn,luggagegate,checkincounter
2,D,CI,中華航空,150,D8,2018/08/06,17:05:00,2018/08/06,17:13:00,NGO,Nagoya,名古屋,出發DEPARTED,A330-300,,,,,9
2,D,DL,達美航空,7721,D8,2018/08/06,17:05:00,2018/08/06,17:13:00,NGO,Nagoya,名古屋,出發DEPARTED,,,,,,9
2,D,JL,日本航空,5114,D8,2018/08/06,17:05:00,2018/08/06,17:13:00,NGO,Nagoya,名古屋,出發DEPARTED,,,,,,9
2,D,KL,荷蘭航空,4998,D8,2018/08/06,17:05:00,2018/08/06,17:13:00,NGO,Nagoya,名古屋,出發DEPARTED,,,,,,9
2,D,CI,中華航空,158,A7,2018/08/06,17:10:00,2018/08/06,17:11:00,KIX,OsakaKansai,大阪/關西,出發DEPARTED,A330-300,,,,,13
2,D,JL,日本航空,5108,A7,2018/08/06,17:10:00,2018/08/06,17:11:00,KIX,OsakaKansai,大阪/關西,出發DEPARTED,,,,,,13
2,D,CI,中華航空,122,A9,2018/08/06,17:10:00,2018/08/06,17:18:00,OKA,Okinawa,琉球(沖繩),出發DEPARTED,A330-300,,,,,5
2,D,JL,日本航空,5136,A9,2018/08/06,17:10:00,2018/08/06,17:18:00,OKA,Okinawa,琉球(沖繩),出發DEPARTED,,,,,,5
2,D,KL,荷蘭航空,4980,A9,2018/08/06,17:10:00,2018/08/06,17:18:00,OKA,Okinawa,琉球(沖繩),出發DEPARTED,,,,,,5
2,D,MH,馬來西亞,5596,A9,2018/08/06,17:10:00,2018/08/06,17:18:00,OKA,Okinawa,琉球(沖繩),出發DEPARTED,,,,,,5
1,D,IT,台灣虎航,305,B2,2018/08/06,17:15:00,2018/08/06,17:12:03,MFM,Macau,澳門,出發DEPARTED,A320-232,,,,,7
2,D,BR,長榮航空,762,D5R,2018/08/06,17:15:00,2018/08/06,17:54:19,TNA,Jinan,濟南/遙牆,出發DEPARTED,A321-200,,,,,18
2,D,SC,山東航空,104,D5R,2018/08/06,17:15:00,2018/08/06,17:54:19,TNA,Jinan,濟南/遙牆,出發DEPARTED,,,,,,18
2,D,B7,立榮航空,126,C5R,2018/08/06,17:20:00,2018/08/06,18:02:20,NKG,Nanjing,南京,出發DEPARTED,A321-200,,,,,18
2,D,MU,東方航空,5002,D1,2018/08/06,17:20:00,2018/08/06,17:47:22,NKG,Nanjing,南京,出發DEPARTED,A321,,,,,2
2,D,AE,華信航空,5001,D1,2018/08/06,17:20:00,2018/08/06,17:47:22,NKG,Nanjing,南京,出發DEPARTED,,,,,,2
2,D,CA,中國國際,836,D10,2018/08/06,17:20:00,2018/08/06,17:31:11,WNZ,Wenzhou,溫州,出發DEPARTED,A319,,,,,1
2,D,B7,立榮航空,7032,D10,2018/08/06,17:20:00,2018/08/06,17:31:11,WNZ,Wenzhou,溫州,出發DEPARTED,,,,,,1
2,D,ZH,深圳航空,9084,D4,2018/08/06,17:20:00,2018/08/06,17:34:02,NTG,Nantong,南通,出發DEPARTED,A320,,,,,1
2,D,BR,長榮航空,2702,D4,2018/08/06,17:20:00,2018/08/06,17:34:02,NTG,Nantong,南通,出發DEPARTED,,,,,,1
2,D,CI,中華航空,112,D5R,2018/08/06,17:20:00,2018/08/06,17:23:00,HIJ,Hiroshima,廣島,出發DEPARTED,B737-800,,,,,3
2,D,JL,日本航空,5110,D5R,2018/08/06,17:20:00,2018/08/06,17:23:00,HIJ,Hiroshima,廣島,出發DEPARTED,,,,,,3
2,D,BR,長榮航空,180,B8,2018/08/06,17:30:00,2018/08/06,17:26:46,KIX,OsakaKansai,大阪/關西,出發DEPARTED,A321-200,,,,,16
1,D,TR,酷航,993,B8,2018/08/06,17:30:00,2018/08/06,20:28:43,SIN,Singapore,新加坡,出發DEPARTED,B787-9,,,,,1
2,D,TG,泰國航空,6360,B8,2018/08/06,17:30:00,2018/08/06,17:26:46,KIX,OsakaKansai,大阪/關西,出發DEPARTED,,,,,,16
2,D,NH,全日本空輸,5842,B8,2018/08/06,17:30:00,2018/08/06,17:26:46,KIX,OsakaKansai,大阪/關西,出發DEPARTED,,,,,,16
2,D,ZH,深圳航空,9074,C5R,2018/08/06,17:35:00,2018/08/06,18:29:14,SZX,Shenzhen,深圳,出發DEPARTED,B737,,,,,6
2,D,B7,立榮航空,7151,C5R,2018/08/06,17:35:00,2018/08/06,18:29:14,SZX,Shenzhen,深圳,出發DEPARTED,,,,,,6
1,D,CX,國泰航空,485,B4,2018/08/06,17:45:00,2018/08/06,17:44:17,HKG,HongKong,香港,出發DEPARTED,A330,,,,,3
1,D,KA,國泰港龍,5485,B4,2018/08/06,17:45:00,2018/08/06,17:44:17,HKG,HongKong,香港,出發DEPARTED,,,,,,3
2,D,SQ,新加坡航空,879,D7,2018/08/06,17:45:00,2018/08/06,18:02:30,SIN,Singapore,新加坡,出發DEPARTED,A330,,,,,7
2,D,BR,長榮航空,2203,D7,2018/08/06,17:45:00,2018/08/06,18:02:30,SIN,Singapore,新加坡,出發DEPARTED,,,,,,7
2,D,CZ,南方航空,3096,D9,2018/08/06,17:45:00,2018/08/06,18:21:34,PVG,Shanghai/Pudong,上海/浦東,出發DEPARTED,A321,,,,,8
2,D,CI,中華航空,8501,D9,2018/08/06,17:45:00,2018/08/06,18:21:34,PVG,Shanghai/Pudong,上海/浦東,出發DEPARTED,,,,,,8
1,D,IT,台灣虎航,2232,B1,2018/08/06,17:55:00,2018/08/06,17:52:01,OKA,Okinawa,琉球(沖繩),出發DEPARTED,A320-232,,,,,7
1,D,MM,樂桃航空,926,A6,2018/08/06,18:00:00,2018/08/06,18:05:40,OKA,Okinawa,琉球(沖繩),出發DEPARTED,A320,,,,,1
2,D,HX,香港航空,265,C9,2018/08/06,18:00:00,2018/08/06,18:04:16,HKG,HongKong,香港,出發DEPARTED,A330-200,,,,,17
2,D,BR,長榮航空,2893,C9,2018/08/06,18:00:00,2018/08/06,18:04:16,HKG,HongKong,香港,出發DEPARTED,,,,,,17
1,D,CI,中華航空,923,A3,2018/08/06,18:10:00,2018/08/06,18:05:00,HKG,HongKong,香港,出發DEPARTED,B737-800,,,,,10
2,D,BR,長榮航空,857,C4,2018/08/06,18:10:00,2018/08/06,18:26:31,HKG,HongKong,香港,出發DEPARTED,A330-300,,,,,16
2,D,HX,香港航空,1857,C4,2018/08/06,18:10:00,2018/08/06,18:26:31,HKG,HongKong,香港,出發DEPARTED,,,,,,16
1,D,IT,台灣虎航,232,A5,2018/08/06,18:20:00,2018/08/06,18:15:54,OKA,Okinawa,琉球(沖繩),出發DEPARTED,A320-232,,,,,7
1,D,MM,樂桃航空,28,A1,2018/08/06,18:30:00,2018/08/06,19:40:23,KIX,OsakaKansai,大阪/關西,出發DEPARTED,A320,,,,,1
2,D,CZ,南方航空,3020,D4,2018/08/06,18:35:00,2018/08/06,18:20:09,KWL,Guilin,桂林,出發DEPARTED,B737,,,,,8
2,D,MU,東方航空,2088,A9,2018/08/06,18:40:00,2018/08/06,18:44:58,WUH,Wuhan,武漢,出發DEPARTED,B737,,,,,2
2,D,CI,中華航空,8011,A9,2018/08/06,18:40:00,2018/08/06,18:44:58,WUH,Wuhan,武漢,出發DEPARTED,,,,,,2
2,D,MU,東方航空,5006,D1,2018/08/06,18:40:00,2018/08/06,18:37:39,PVG,Shanghai/Pudong,上海/浦東,出發DEPARTED,A330,,,,,2
2,D,CI,中華航空,8003,D1,2018/08/06,18:40:00,2018/08/06,18:37:39,PVG,Shanghai/Pudong,上海/浦東,出發DEPARTED,,,,,,2
1,D,CX,國泰航空,473,B6,2018/08/06,18:45:00,2018/08/06,18:53:06,HKG,HongKong,香港,出發DEPARTED,B777-300,,,,,3
1,D,KA,國泰港龍,5473,B6,2018/08/06,18:45:00,2018/08/06,18:53:06,HKG,HongKong,香港,出發DEPARTED,,,,,,3
1,D,KE,大韓航空,694,A4,2018/08/06,18:50:00,2018/08/06,18:58:31,ICN,Incheon,仁川,出發DEPARTED,A330-200,,,,,11
1,D,CI,中華航空,9066,A4,2018/08/06,18:50:00,2018/08/06,18:58:31,ICN,Incheon,仁川,出發DEPARTED,,,,,,11
2,D,HU,海南航空,7948,D3,2018/08/06,18:50:00,2018/08/06,18:46:10,HAK,Haikou,海口,出發DEPARTED,B737,,,,,22
1,D,VJ,越捷航空,843,B1,2018/08/06,19:00:00,2018/08/06,20:46:38,SGN,HoChiMinh,胡志明市,出發DEPARTED,A321,,,,,12
1,D,VJ,越捷航空,943,B2,2018/08/06,19:00:00,2018/08/06,19:12:45,HAN,Hanoi,河內,出發DEPARTED,A321,,,,,12
2,D,BR,長榮航空,809,C5R,2018/08/06,19:00:00,2018/08/06,19:15:29,HKG,HongKong,香港,出發DEPARTED,A321-200,,,,,16
2,D,HX,香港航空,1809,C5R,2018/08/06,19:00:00,2018/08/06,19:15:29,HKG,HongKong,香港,出發DEPARTED,,,,,,16
2,D,CZ,南方航空,3012,D6,2018/08/06,19:05:00,2018/08/06,19:48:58,SHE,Shenyang,瀋陽,出發DEPARTED,A320,,,,,8
2,D,AE,華信航空,5975,D6,2018/08/06,19:05:00,2018/08/06,19:48:58,SHE,Shenyang,瀋陽,出發DEPARTED,,,,,,8
1,D,PR,菲律賓航空,897,A2,2018/08/06,19:10:00,2018/08/06,18:58:04,MNL,Manila,馬尼拉,出發DEPARTED,A321,,,,,5
1,D,CI,中華航空,9803,A2,2018/08/06,19:10:00,2018/08/06,18:58:04,MNL,Manila,馬尼拉,出發DEPARTED,,,,,,5
1,D,3U,四川航空,8958,A8,2018/08/06,19:10:00,2018/08/06,19:16:00,KMG,Kunming,昆明,出發DEPARTED,A320,,,,,8
2,D,BR,長榮航空,32,C8,2018/08/06,19:10:00,2018/08/06,19:19:47,JFK,NewYork,紐約,出發DEPARTED,B777-300,,,,,18
2,D,SQ,新加坡航空,5832,C8,2018/08/06,19:10:00,2018/08/06,19:19:47,JFK,NewYork,紐約,出發DEPARTED,,,,,,18
2,D,AV,哥倫比亞,4511,C8,2018/08/06,19:10:00,2018/08/06,19:19:47,JFK,NewYork,紐約,出發DEPARTED,,,,,,18
2,D,TG,泰國航空,6342,C8,2018/08/06,19:10:00,2018/08/06,19:19:47,JFK,NewYork,紐約,出發DEPARTED,,,,,,18
1,D,CX,國泰航空,565,B8,2018/08/06,19:20:00,2018/08/06,19:21:28,HKG,HongKong,香港,出發DEPARTED,A350-900,,,,,3
1,D,KA,國泰港龍,5565,B8,2018/08/06,19:20:00,2018/08/06,19:21:28,HKG,HongKong,香港,出發DEPARTED,,,,,,3
2,D,BR,長榮航空,12,C6,2018/08/06,19:20:00,2018/08/06,19:45:14,LAX,LosAngeles,洛杉磯,出發DEPARTED,B777-300,,,,,16
2,D,SQ,新加坡航空,5812,C6,2018/08/06,19:20:00,2018/08/06,19:45:14,LAX,LosAngeles,洛杉磯,出發DEPARTED,,,,,,16
2,D,TG,泰國航空,6324,C6,2018/08/06,19:20:00,2018/08/06,19:45:14,LAX,LosAngeles,洛杉磯,出發DEPARTED,,,,,,16
2,D,AV,哥倫比亞,4503,C6,2018/08/06,19:20:00,2018/08/06,19:45:14,LAX,LosAngeles,洛杉磯,出發DEPARTED,,,,,,16
2,D,ZH,深圳航空,9082,D10,2018/08/06,19:20:00,2018/08/06,19:12:37,NNG,Nanning,南寧,出發DEPARTED,B737,,,,,6
1,D,CI,中華航空,927,A7,2018/08/06,19:30:00,2018/08/06,19:38:00,HKG,HongKong,香港,出發DEPARTED,A330-300,,,,,10
1,D,CX,國泰航空,451,B5,2018/08/06,19:30:00,2018/08/06,19:30:40,HKG,HongKong,香港,出發DEPARTED,B777-300,,,,,3
1,D,KA,國泰港龍,5451,B5,2018/08/06,19:30:00,2018/08/06,19:30:40,HKG,HongKong,香港,出發DEPARTED,,,,,,3
2,D,B7,立榮航空,29,C5,2018/08/06,19:35:00,2018/08/06,19:46:25,SGN,HoChiMinh,胡志明市,出發DEPARTED,B777-300,,,,,18
2,D,BR,長榮航空,2381,C5,2018/08/06,19:35:00,2018/08/06,19:46:25,SGN,HoChiMinh,胡志明市,出發DEPARTED,,,,,,18
2,D,BR,長榮航空,18,C1,2018/08/06,19:40:00,2018/08/06,20:09:05,SFO,SanFrancisco,舊金山,出發DEPARTED,B777-300,,,,,16
2,D,TG,泰國航空,6328,C1,2018/08/06,19:40:00,2018/08/06,20:09:05,SFO,SanFrancisco,舊金山,出發DEPARTED,,,,,,16
2,D,SQ,新加坡航空,5818,C1,2018/08/06,19:40:00,2018/08/06,20:09:05,SFO,SanFrancisco,舊金山,出發DEPARTED,,,,,,16
2,D,AV,哥倫比亞,4509,C1,2018/08/06,19:40:00,2018/08/06,20:09:05,SFO,SanFrancisco,舊金山,出發DEPARTED,,,,,,16
2,D,BR,長榮航空,36,C7,2018/08/06,19:40:00,2018/08/06,19:56:49,YYZ,Toronto,多倫多,出發DEPARTED,B777-300,,,,,18
2,D,TG,泰國航空,6346,C7,2018/08/06,19:40:00,2018/08/06,19:56:49,YYZ,Toronto,多倫多,出發DEPARTED,,,,,,18
2,D,SQ,新加坡航空,5836,C7,2018/08/06,19:40:00,2018/08/06,19:56:49,YYZ,Toronto,多倫多,出發DEPARTED,,,,,,18
1,D,9C,春秋航空,8562,B1,2018/08/06,19:50:00,2018/08/06,19:45:56,SJW,ShiJiaZhuang,石家莊,出發DEPARTED,A320,,,,,1
2,D,SC,山東航空,4078,D2,2018/08/06,19:50:00,2018/08/06,20:03:23,YNT,Yantai,煙台,出發DEPARTED,B737,,,,,5
1,D,CX,國泰航空,531,B4,2018/08/06,20:00:00,2018/08/06,20:18:11,HKG,HongKong,香港,出發DEPARTED,B777-300,,,,,3
1,D,KA,國泰港龍,5531,B4,2018/08/06,20:00:00,2018/08/06,20:18:11,HKG,HongKong,香港,出發DEPARTED,,,,,,3
2,D,CZ,南方航空,3052,D9,2018/08/06,20:00:00,2018/08/06,19:50:38,CGQ,Changchun,長春,出發DEPARTED,A320,,,,,8
2,D,AE,華信航空,5979,D9,2018/08/06,20:00:00,2018/08/06,19:50:38,CGQ,Changchun,長春,出發DEPARTED,,,,,,8
1,D,NX,澳門航空,615,B2,2018/08/06,20:05:00,2018/08/06,20:06:46,MFM,Macau,澳門,出發DEPARTED,A321,,,,,7
1,D,TG,泰國航空,635,B7,2018/08/06,20:05:00,2018/08/06,20:07:29,BKK,Bangkok,曼谷(BKK),出發DEPARTED,B777-200,,,,,5
1,D,AC,加拿大航空,6137,B7,2018/08/06,20:05:00,2018/08/06,20:07:29,BKK,Bangkok,曼谷(BKK),出發DEPARTED,,,,,,5
1,D,LY,以色列航空公司,8406,B7,2018/08/06,20:05:00,2018/08/06,20:07:29,BKK,Bangkok,曼谷(BKK),出發DEPARTED,,,,,,5
1,D,BR,長榮航空,2217,B7,2018/08/06,20:05:00,2018/08/06,20:07:29,BKK,Bangkok,曼谷(BKK),出發DEPARTED,,,,,,5
1,D,NX,澳門航空,9621,,2018/08/06,20:10:00,2018/08/06,20:10:00,MFM,Macau,澳門,取消CANCELLED,,,,,,",5"
1,D,IT,台灣虎航,307,A3,2018/08/06,20:15:00,2018/08/06,20:03:51,MFM,Macau,澳門,出發DEPARTED,A320-232,,,,,7
1,D,3K,捷星航空,722,B1R,2018/08/06,20:20:00,2018/08/06,20:19:17,SIN,Singapore,新加坡,出發DEPARTED,A320,,,,,6
1,D,QF,澳洲航空,5322,B1R,2018/08/06,20:20:00,2018/08/06,20:19:17,SIN,Singapore,新加坡,出發DEPARTED,,,,,,6
2,D,BR,長榮航空,150,C5R,2018/08/06,20:25:00,2018/08/06,20:24:42,ICN,Incheon,仁川,出發DEPARTED,A321-200,,,,,16
2,D,OZ,韓亞航空,6878,C5R,2018/08/06,20:25:00,2018/08/06,20:24:42,ICN,Incheon,仁川,出發DEPARTED,,,,,,16
2,D,TG,泰國航空,6394,C5R,2018/08/06,20:25:00,2018/08/06,20:24:42,ICN,Incheon,仁川,出發DEPARTED,,,,,,16
2,D,BR,長榮航空,261,C3,2018/08/06,20:30:00,2018/08/06,20:36:00,MNL,Manila,馬尼拉,出發DEPARTED,A321-200,,,,,18
1,D,MM,樂桃航空,858,A2,2018/08/06,20:40:00,2018/08/06,20:38:21,HND,Haneda,羽田,出發DEPARTED,A320,,,,,1
2,D,BR,長榮航空,205,D4,2018/08/06,20:45:00,2018/08/06,20:53:52,BKK,Bangkok,曼谷(BKK),出發DEPARTED,A330-300,,,,,16
2,D,TG,泰國航空,6307,D4,2018/08/06,20:45:00,2018/08/06,20:53:52,BKK,Bangkok,曼谷(BKK),出發DEPARTED,,,,,,16
2,D,AI,印度航空,7063,D4,2018/08/06,20:45:00,2018/08/06,20:53:52,BKK,Bangkok,曼谷(BKK),出發DEPARTED,,,,,,16
2,D,HX,香港航空,283,C9,2018/08/06,20:50:00,2018/08/06,20:48:27,HKG,HongKong,香港,出發DEPARTED,A330-300,,,,,17
2,D,BR,長榮航空,2891,C9,2018/08/06,20:50:00,2018/08/06,20:48:27,HKG,HongKong,香港,出發DEPARTED,,,,,,17
1,D,KA,國泰港龍,483,B5,2018/08/06,21:10:00,2018/08/06,22:18:18,HKG,HongKong,香港,出發DEPARTED,A330-300,,,,,3
1,D,CX,國泰航空,5483,B5,2018/08/06,21:10:00,2018/08/06,22:18:18,HKG,HongKong,香港,出發DEPARTED,,,,,,3
2,D,BR,長榮航空,827,D10,2018/08/06,21:50:00,2018/08/06,21:57:59,HKG,HongKong,香港,出發DEPARTED,A321-200,,,,,16
2,D,HX,香港航空,1827,D10,2018/08/06,21:50:00,2018/08/06,21:57:59,HKG,HongKong,香港,出發DEPARTED,,,,,,16
2,D,TK,土耳其航空,25,D5,2018/08/06,21:55:00,2018/08/06,22:01:24,IST,Istanbul,伊斯坦堡,出發DEPARTED,B777,,,,,9
2,D,BR,長榮航空,2079,D5,2018/08/06,21:55:00,2018/08/06,22:01:24,IST,Istanbul,伊斯坦堡,出發DEPARTED,,,,,,9
1,D,VN,越南航空,573,A1,2018/08/06,22:00:00,2018/08/06,22:20:03,SGN,HoChiMinh,胡志明市,出發DEPARTED,A321,,,,,12
1,D,CI,中華航空,9573,A1,2018/08/06,22:00:00,2018/08/06,22:20:03,SGN,HoChiMinh,胡志明市,出發DEPARTED,,,,,,12
2,D,BR,長榮航空,52,C5,2018/08/06,22:00:00,2018/08/06,22:04:09,IAH,Houston,休士頓,出發DEPARTED,B777-300,,,,,18
2,D,TG,泰國航空,6338,C5,2018/08/06,22:00:00,2018/08/06,22:04:09,IAH,Houston,休士頓,出發DEPARTED,,,,,,18
1,D,CI,中華航空,921,B3,2018/08/06,22:05:00,2018/08/06,22:09:00,HKG,HongKong,香港,出發DEPARTED,A330-300,,,,,10
2,D,BR,長榮航空,61,C8,2018/08/06,22:30:00,2018/08/06,22:37:30,BKK,Bangkok,曼谷(BKK),出發DEPARTED,B777-300,VIE,Vienna,維也納,,18
2,D,AI,印度航空,7061,C8,2018/08/06,22:30:00,2018/08/06,22:37:30,BKK,Bangkok,曼谷(BKK),出發DEPARTED,,VIE,Vienna,維也納,,18
2,D,TG,泰國航空,6301,C8,2018/08/06,22:30:00,2018/08/06,22:37:30,BKK,Bangkok,曼谷(BKK),出發DEPARTED,,VIE,Vienna,維也納,,18
1,D,CI,中華航空,837,A6,2018/08/06,22:35:00,2018/08/06,22:30:00,BKK,Bangkok,曼谷(BKK),出發DEPARTED,A330-300,,,,,10
1,D,PG,曼谷航空,4906,A6,2018/08/06,22:35:00,2018/08/06,22:30:00,BKK,Bangkok,曼谷(BKK),出發DEPARTED,,,,,,10
1,D,CI,中華航空,61,A5,2018/08/06,22:55:00,2018/08/06,23:00:00,FRA,Frankfurt,法蘭克福,出發DEPARTED,B777-300,,,,,11
2,D,BR,長榮航空,315,C6,2018/08/06,23:00:00,2018/08/06,22:59:44,BNE,Brisbane,布里斯本,出發DEPARTED,A330-200,,,,,17
1,D,CI,中華航空,63,A4,2018/08/06,23:10:00,2018/08/06,23:18:00,VIE,Vienna,維也納,出發DEPARTED,A350-900,,,,,10
2,D,CI,中華航空,51,A9,2018/08/06,23:30:00,2018/08/06,23:54:29,SYD,Sydney,雪梨,出發DEPARTED,A350-900,,,,,7
2,D,AF,法國航空,4160,A9,2018/08/06,23:30:00,2018/08/06,23:54:29,SYD,Sydney,雪梨,出發DEPARTED,,,,,,7
2,D,KL,荷蘭航空,4991,A9,2018/08/06,23:30:00,2018/08/06,23:54:29,SYD,Sydney,雪梨,出發DEPARTED,,,,,,7
2,D,QF,澳洲航空,390,A9,2018/08/06,23:30:00,2018/08/06,23:54:29,SYD,Sydney,雪梨,出發DEPARTED,,,,,,7
2,D,BR,長榮航空,28,C4,2018/08/06,23:30:00,2018/08/06,23:44:03,SFO,SanFrancisco,舊金山,出發DEPARTED,B777-300,,,,,16
2,D,SQ,新加坡航空,5828,C4,2018/08/06,23:30:00,2018/08/06,23:44:03,SFO,SanFrancisco,舊金山,出發DEPARTED,,,,,,16
2,D,TG,泰國航空,6330,C4,2018/08/06,23:30:00,2018/08/06,23:44:03,SFO,SanFrancisco,舊金山,出發DEPARTED,,,,,,16
2,D,AV,哥倫比亞,4507,C4,2018/08/06,23:30:00,2018/08/06,23:44:03,SFO,SanFrancisco,舊金山,出發DEPARTED,,,,,,16
1,D,EK,阿聯酋航空,367,C2,2018/08/06,23:35:00,2018/08/06,23:31:57,DXB,DUBAI(DXB),杜拜(DXB),出發DEPARTED,A380-800,,,,,8
2,D,CI,中華航空,4,D4,2018/08/06,23:35:00,2018/08/06,23:42:00,SFO,SanFrancisco,舊金山,出發DEPARTED,B777-300,,,,,8
2,D,VN,越南航空,2030,D4,2018/08/06,23:35:00,2018/08/06,23:42:00,SFO,SanFrancisco,舊金山,出發DEPARTED,,,,,,8
2,D,GA,印尼航空,9064,D4,2018/08/06,23:35:00,2018/08/06,23:42:00,SFO,SanFrancisco,舊金山,出發DEPARTED,,,,,,8
2,D,DL,達美航空,7725,D4,2018/08/06,23:35:00,2018/08/06,23:42:00,SFO,SanFrancisco,舊金山,出發DEPARTED,,,,,,8
2,D,BR,長榮航空,26,C5,2018/08/06,23:40:00,2018/08/07,00:00:10,SEA,Seattle,西雅圖,出發DEPARTED,B777-300,,,,,17
2,D,SQ,新加坡航空,5826,C5,2018/08/06,23:40:00,2018/08/07,00:00:10,SEA,Seattle,西雅圖,出發DEPARTED,,,,,,17
2,D,TG,泰國航空,6336,C5,2018/08/06,23:40:00,2018/08/07,00:00:10,SEA,Seattle,西雅圖,出發DEPARTED,,,,,,17
2,D,BR,長榮航空,87,C9,2018/08/06,23:40:00,2018/08/07,00:18:49,CDG,Paris,巴黎,出發DEPARTED,B777-300,,,,,18
1,D,IT,台灣虎航,216,B1R,2018/08/06,23:45:00,2018/08/06,23:40:49,HND,Haneda,羽田,出發DEPARTED,A320-232,,,,,7
1,D,D7,全亞洲航空,377,B3,2018/08/06,23:45:00,2018/08/06,23:40:43,KUL,KualaLumpur,吉隆坡,出發DEPARTED,A330-300,,,,,12
2,D,CI,中華航空,32,D1,2018/08/06,23:45:00,2018/08/06,23:53:00,YVR,Vancouver,溫哥華,出發DEPARTED,A350-900,,,,,6
2,D,VN,越南航空,2034,D1,2018/08/06,23:45:00,2018/08/06,23:53:00,YVR,Vancouver,溫哥華,出發DEPARTED,,,,,,6
2,D,CI,中華航空,53,D5,2018/08/06,23:50:00,2018/08/07,00:01:00,BNE,Brisbane,布里斯本,出發DEPARTED,A350-900,AKL,Auckland,奧克蘭,,7
2,D,QF,澳洲航空,388,D5,2018/08/06,23:50:00,2018/08/07,00:01:00,BNE,Brisbane,布里斯本,出發DEPARTED,,AKL,Auckland,奧克蘭,,7
2,D,CI,中華航空,8,D8,2018/08/06,23:50:00,2018/08/07,00:10:00,LAX,LosAngeles,洛杉磯,出發DEPARTED,B777-300,,,,,8
2,D,VN,越南航空,2032,D8,2018/08/06,23:50:00,2018/08/07,00:10:00,LAX,LosAngeles,洛杉磯,出發DEPARTED,,,,,,8
2,D,DL,達美航空,7735,D8,2018/08/06,23:50:00,2018/08/07,00:10:00,LAX,LosAngeles,洛杉磯,出發DEPARTED,,,,,,8
2,D,BR,長榮航空,10,C7,2018/08/06,23:55:00,2018/08/07,00:03:43,YVR,Vancouver,溫哥華,出發DEPARTED,B777-300,,,,,17
2,D,TG,泰國航空,6344,C7,2018/08/06,23:55:00,2018/08/07,00:03:43,YVR,Vancouver,溫哥華,出發DEPARTED,,,,,,17
2,D,SQ,新加坡航空,5810,C7,2018/08/06,23:55:00,2018/08/07,00:03:43,YVR,Vancouver,溫哥華,出發DEPARTED,,,,,,17
2,D,BR,長榮航空,16,C8,2018/08/06,23:55:00,2018/08/07,00:14:55,LAX,LosAngeles,洛杉磯,出發DEPARTED,B777-300,,,,,16
2,D,SQ,新加坡航空,5816,C8,2018/08/06,23:55:00,2018/08/07,00:14:55,LAX,LosAngeles,洛杉磯,出發DEPARTED,,,,,,16
2,D,TG,泰國航空,6326,C8,2018/08/06,23:55:00,2018/08/07,00:14:55,LAX,LosAngeles,洛杉磯,出發DEPARTED,,,,,,16
2,D,AV,哥倫比亞,4501,C8,2018/08/06,23:55:00,2018/08/07,00:14:55,LAX,LosAngeles,洛杉磯,出發DEPARTED,,,,,,16
2,D,KL,荷蘭航空,808,D7,2018/08/06,23:55:00,2018/08/06,23:54:43,AMS,Amsterdam,阿姆斯特丹,出發DEPARTED,B777,,,,,13
2,D,AF,法國航空,8415,D7,2018/08/06,23:55:00,2018/08/06,23:54:43,AMS,Amsterdam,阿姆斯特丹,出發DEPARTED,,,,,,13
2,D,CI,中華航空,9387,D7,2018/08/06,23:55:00,2018/08/06,23:54:43,AMS,Amsterdam,阿姆斯特丹,出發DEPARTED,,,,,,13
1,D,TR,酷航,875,B9,2018/08/07,00:05:00,2018/08/07,00:14:02,SIN,Singapore,新加坡,出發DEPARTED,B787-9,,,,,1
1,D,JW,香草航空,100,B4,2018/08/07,01:50:00,2018/08/07,02:02:45,NRT,Tokyo,東京,出發DEPARTED,A320-214,,,,,5
1,D,Z2,菲亞航,129,A5,2018/08/07,01:55:00,2018/08/07,01:54:15,MNL,Manila,馬尼拉,出發DEPARTED,A320,,,,,12
1,D,GK,捷星日本,12,A7,2018/08/07,01:55:00,2018/08/07,02:08:51,NRT,Tokyo,東京,出發DEPARTED,A320-232,,,,,6
1,D,TW,德威航空,664,A9,2018/08/07,02:05:00,2018/08/07,02:00:27,TAE,Daegu,大邱,出發DEPARTED,B737-800,,,,,10
1,D,IT,台灣虎航,6610,A9,2018/08/07,02:05:00,2018/08/07,02:00:27,TAE,Daegu,大邱,出發DEPARTED,,,,,,10
1,D,7C,濟州航空,2654,A3,2018/08/07,02:50:00,2018/08/07,02:44:16,PUS,Busan,釜山,出發DEPARTED,B737,,,,,11
1,D,JW,香草航空,102,B2,2018/08/07,02:55:00,2018/08/07,02:56:16,NRT,Tokyo,東京,出發DEPARTED,A320-214,,,,,5
2,D,BX,釜山航空,798,D10,2018/08/07,03:20:00,2018/08/07,03:07:24,PUS,Busan,釜山,出發DEPARTED,A321,,,,,18
2,D,OZ,韓亞航空,9748,D10,2018/08/07,03:20:00,2018/08/07,03:07:24,PUS,Busan,釜山,出發DEPARTED,,,,,,18
1,D,JW,香草航空,172,B1,2018/08/07,05:00:00,2018/08/07,05:08:04,KIX,OsakaKansai,大阪/關西,出發DEPARTED,A320,,,,,5
1,D,CX,國泰航空,463,B7,2018/08/07,06:00:00,2018/08/07,05:55:56,HKG,HongKong,香港,出發DEPARTED,B777-300,,,,,3
