terminal,type,aircode,airname,flightid,gate,date,time,estdate,esttime,location,locationeng,locationcn,status,aircraft,otherport,otherenf,othercn,luggagegate,checkincounter
2,D,CA,中國國際,186,D1,2018/08/07,13:00:00,2018/08/07,13:00:00,PEK,Beijing,北京,準時ONTIME,A321,,,,,1
2,D,BR,長榮航空,2762,D1,2018/08/07,13:00:00,2018/08/07,13:00:00,PEK,Beijing,北京,準時ONTIME,,,,,,1
1,D,VN,越南航空,577,A1,2018/08/07,13:10:00,2018/08/07,13:10:00,HAN,Hanoi,河內,準時ONTIME,A321,,,,,12
1,D,CI,中華航空,9123,A1,2018/08/07,13:10:00,2018/08/07,13:10:00,HAN,Hanoi,河內,準時ONTIME,,,,,,12
1,D,CX,國泰航空,495,B7,2018/08/07,13:20:00,2018/08/07,13:20:00,HKG,HongKong,香港,準時ONTIME,A330-300,,,,,3
1,D,KA,國泰港龍,5495,B7,2018/08/07,13:20:00,2018/08/07,13:20:00,HKG,HongKong,香港,準時ONTIME,,,,,,3
2,D,BX,釜山航空,794,C8,2018/08/07,13:20:00,2018/08/07,13:20:00,PUS,Busan,釜山,準時ONTIME,A321,,,,,18
2,D,OZ,韓亞航空,9744,C8,2018/08/07,13:20:00,2018/08/07,13:20:00,PUS,Busan,釜山,準時ONTIME,,,,,,18
1,D,KE,大韓航空,692,A5,2018/08/07,13:25:00,2018/08/07,13:25:00,ICN,Incheon,仁川,準時ONTIME,A330,,,,,11
1,D,CI,中華航空,9064,A5,2018/08/07,13:25:00,2018/08/07,13:25:00,ICN,Incheon,仁川,準時ONTIME,,,,,,11
1,D,DL,達美航空,7866,A5,2018/08/07,13:25:00,2018/08/07,13:25:00,ICN,Incheon,仁川,準時ONTIME,,,,,,11
1,D,CI,中華航空,703,A6,2018/08/07,13:30:00,2018/08/07,13:30:00,MNL,Manila,馬尼拉,準時ONTIME,A330-300,,,,,10
1,D,PR,菲律賓航空,873,A6,2018/08/07,13:30:00,2018/08/07,13:30:00,MNL,Manila,馬尼拉,準時ONTIME,,,,,,10
2,D,BR,長榮航空,130,C3,2018/08/07,13:35:00,2018/08/07,13:35:00,KIX,OsakaKansai,大阪/關西,準時ONTIME,B777-300,,,,,16
2,D,NH,全日本空輸,5828,C3,2018/08/07,13:35:00,2018/08/07,13:35:00,KIX,OsakaKansai,大阪/關西,準時ONTIME,,,,,,16
2,D,TG,泰國航空,6358,C3,2018/08/07,13:35:00,2018/08/07,13:35:00,KIX,OsakaKansai,大阪/關西,準時ONTIME,,,,,,16
1,D,CI,中華航空,835,D2,2018/08/07,13:35:00,2018/08/07,13:35:00,BKK,Bangkok,曼谷(BKK),準時ONTIME,A330-300,,,,,8
1,D,PG,曼谷航空,4902,D2,2018/08/07,13:35:00,2018/08/07,13:35:00,BKK,Bangkok,曼谷(BKK),準時ONTIME,,,,,,8
2,D,HU,海南航空,7980,C6,2018/08/07,13:40:00,2018/08/07,13:40:00,XIY,Xian,西安,準時ONTIME,B737,,,,,22
2,D,B7,立榮航空,7058,C6,2018/08/07,13:40:00,2018/08/07,13:40:00,XIY,Xian,西安,準時ONTIME,,,,,,22
1,D,IT,台灣虎航,254,B1R,2018/08/07,13:45:00,2018/08/07,13:45:00,SDJ,Sendai,仙台,準時ONTIME,A320-232,,,,,7
1,D,CX,國泰航空,523,B8,2018/08/07,13:45:00,2018/08/07,13:45:00,HKG,HongKong,香港,準時ONTIME,A330-300,,,,,3
1,D,KA,國泰港龍,5523,B8,2018/08/07,13:45:00,2018/08/07,13:45:00,HKG,HongKong,香港,準時ONTIME,,,,,,3
1,D,BL,捷星太平洋,163,B3,2018/08/07,13:50:00,2018/08/07,13:50:00,DAD,DaNang,峴港,準時ONTIME,A320-200,,,,,6
1,D,VN,越南航空,4295,B3,2018/08/07,13:50:00,2018/08/07,13:50:00,DAD,DaNang,峴港,準時ONTIME,,,,,,6
1,D,IT,台灣虎航,212,B1R,2018/08/07,13:55:00,2018/08/07,13:55:00,KIX,OsakaKansai,大阪/關西,準時ONTIME,A320-232,,,,,7
1,D,TG,泰國航空,633,B5,2018/08/07,14:05:00,2018/08/07,14:05:00,BKK,Bangkok,曼谷(BKK),準時ONTIME,A330-300,,,,,5
1,D,BR,長榮航空,2221,B5,2018/08/07,14:05:00,2018/08/07,14:05:00,BKK,Bangkok,曼谷(BKK),準時ONTIME,,,,,,5
2,D,BR,長榮航空,855,C9,2018/08/07,14:10:00,2018/08/07,14:10:00,HKG,HongKong,香港,準時ONTIME,A321-200,,,,,16
2,D,HX,香港航空,1855,C9,2018/08/07,14:10:00,2018/08/07,14:10:00,HKG,HongKong,香港,準時ONTIME,,,,,,16
2,D,CI,中華航空,521,D9,2018/08/07,14:15:00,2018/08/07,14:15:00,CAN,Guangzhou,廣州,準時ONTIME,B747-400,,,,,21
2,D,CZ,南方航空,4801,D9,2018/08/07,14:15:00,2018/08/07,14:15:00,CAN,Guangzhou,廣州,準時ONTIME,,,,,,21
1,D,CI,中華航空,783,A4,2018/08/07,14:20:00,2018/08/07,14:20:00,SGN,HoChiMinh,胡志明市,準時ONTIME,A330-300,,,,,8
1,D,VN,越南航空,3583,A4,2018/08/07,14:20:00,2018/08/07,14:20:00,SGN,HoChiMinh,胡志明市,準時ONTIME,,,,,,8
2,D,CI,中華航空,172,C4,2018/08/07,14:20:00,2018/08/07,14:20:00,KIX,OsakaKansai,大阪/關西,準時ONTIME,A330-300,,,,,5
2,D,JL,日本航空,5106,C4,2018/08/07,14:20:00,2018/08/07,14:20:00,KIX,OsakaKansai,大阪/關西,準時ONTIME,,,,,,5
2,D,SQ,新加坡航空,877,D6,2018/08/07,14:20:00,2018/08/07,14:20:00,SIN,Singapore,新加坡,準時ONTIME,A330,,,,,9
2,D,BR,長榮航空,2201,D6,2018/08/07,14:20:00,2018/08/07,14:20:00,SIN,Singapore,新加坡,準時ONTIME,,,,,,9
1,D,TR,酷航,997,B1,2018/08/07,14:25:00,2018/08/07,14:25:00,SIN,Singapore,新加坡,準時ONTIME,A320,,,,,1
1,D,IT,台灣虎航,202,B1R,2018/08/07,14:25:00,2018/08/07,14:25:00,NRT,Tokyo,東京,準時ONTIME,A320-232,,,,,7
2,D,CI,中華航空,114,C5R,2018/08/07,14:25:00,2018/08/07,14:25:00,KMI,Miyazaki,宮崎,準時ONTIME,,,,,,5
2,D,KL,荷蘭航空,4989,C5R,2018/08/07,14:25:00,2018/08/07,14:25:00,KMI,Miyazaki,宮崎,準時ONTIME,,,,,,5
2,D,JL,日本航空,5120,C5R,2018/08/07,14:25:00,2018/08/07,14:25:00,KMI,Miyazaki,宮崎,準時ONTIME,,,,,,5
1,D,CI,中華航空,751,A3,2018/08/07,14:30:00,2018/08/07,14:30:00,SIN,Singapore,新加坡,準時ONTIME,A330-300,SUB,Surabaya,泗水,,11
1,D,GA,印尼航空,9994,A3,2018/08/07,14:30:00,2018/08/07,14:30:00,SIN,Singapore,新加坡,準時ONTIME,,,,,,11
2,D,CI,中華航空,168,D3,2018/08/07,14:30:00,2018/08/07,14:30:00,FSZ,Shizuoka,靜岡,準時ONTIME,B737-800,,,,,6
2,D,JL,日本航空,5116,D3,2018/08/07,14:30:00,2018/08/07,14:30:00,FSZ,Shizuoka,靜岡,準時ONTIME,,,,,,6
2,D,KL,荷蘭航空,4999,D3,2018/08/07,14:30:00,2018/08/07,14:30:00,FSZ,Shizuoka,靜岡,準時ONTIME,,,,,,6
1,D,CI,中華航空,915,A2,2018/08/07,14:35:00,2018/08/07,14:35:00,HKG,HongKong,香港,準時ONTIME,B737-800,,,,,10
2,D,CZ,南方航空,3098,D8,2018/08/07,14:35:00,2018/08/07,14:35:00,CAN,Guangzhou,廣州,準時ONTIME,A330,,,,,8
2,D,CI,中華航空,8521,D8,2018/08/07,14:35:00,2018/08/07,14:35:00,CAN,Guangzhou,廣州,準時ONTIME,,,,,,8
2,D,CI,中華航空,108,A7,2018/08/07,14:40:00,2018/08/07,14:40:00,NRT,Tokyo,東京,準時ONTIME,A330-300,,,,,13
2,D,JL,日本航空,5048,A7,2018/08/07,14:40:00,2018/08/07,14:40:00,NRT,Tokyo,東京,準時ONTIME,,,,,,13
2,D,DL,達美航空,7738,A7,2018/08/07,14:40:00,2018/08/07,14:40:00,NRT,Tokyo,東京,準時ONTIME,,,,,,13
1,D,NX,澳門航空,609,B2,2018/08/07,14:40:00,2018/08/07,14:40:00,MFM,Macau,澳門,準時ONTIME,A319,,,,,7
2,D,BR,長榮航空,158,B9,2018/08/07,14:40:00,2018/08/07,14:40:00,KMQ,Komatsu,小松,準時ONTIME,A321-200,,,,,16
2,D,TG,泰國航空,6376,B9,2018/08/07,14:40:00,2018/08/07,14:40:00,KMQ,Komatsu,小松,準時ONTIME,,,,,,16
2,D,NH,全日本空輸,5820,B9,2018/08/07,14:40:00,2018/08/07,14:40:00,KMQ,Komatsu,小松,準時ONTIME,,,,,,16
2,D,CI,中華航空,128,C5R,2018/08/07,14:40:00,2018/08/07,14:40:00,FUK,Fukuoka,福岡,準時ONTIME,,,,,,3
2,D,JL,日本航空,5174,C5R,2018/08/07,14:40:00,2018/08/07,14:40:00,FUK,Fukuoka,福岡,準時ONTIME,,,,,,3
2,D,CA,中國國際,196,D1,2018/08/07,14:40:00,2018/08/07,14:40:00,PVG,Shanghai/Pudong,上海/浦東,準時ONTIME,A330,,,,,1
2,D,B7,立榮航空,7010,D1,2018/08/07,14:40:00,2018/08/07,14:40:00,PVG,Shanghai/Pudong,上海/浦東,準時ONTIME,,,,,,1
2,D,BR,長榮航空,2782,D1,2018/08/07,14:40:00,2018/08/07,14:40:00,PVG,Shanghai/Pudong,上海/浦東,準時ONTIME,,,,,,1
2,D,BR,長榮航空,811,C5,2018/08/07,14:45:00,2018/08/07,14:45:00,MFM,Macau,澳門,準時ONTIME,A321-200,,,,,16
1,D,JW,香草航空,106,B3,2018/08/07,14:50:00,2018/08/07,14:50:00,NRT,Tokyo,東京,準時ONTIME,A320,,,,,5
2,D,BX,釜山航空,7943,C7,2018/08/07,15:00:00,2018/08/07,15:00:00,PUS,Busan,釜山,準時ONTIME,A321,,,,,24
2,D,BR,長榮航空,277,C3,2018/08/07,15:05:00,2018/08/07,15:05:00,MNL,Manila,馬尼拉,準時ONTIME,A321-200,,,,,16
1,D,MH,馬來西亞,367,B7,2018/08/07,15:10:00,2018/08/07,15:10:00,KUL,KualaLumpur,吉隆坡,準時ONTIME,B737,,,,,2
1,D,CI,中華航空,9425,B7,2018/08/07,15:10:00,2018/08/07,15:10:00,KUL,KualaLumpur,吉隆坡,準時ONTIME,,,,,,2
2,D,BR,長榮航空,160,C6,2018/08/07,15:15:00,2018/08/07,15:15:00,ICN,Incheon,仁川,準時ONTIME,A330-300,,,,,16
2,D,TG,泰國航空,6392,C6,2018/08/07,15:15:00,2018/08/07,15:15:00,ICN,Incheon,仁川,準時ONTIME,,,,,,16
2,D,OZ,韓亞航空,6872,C6,2018/08/07,15:15:00,2018/08/07,15:15:00,ICN,Incheon,仁川,準時ONTIME,,,,,,16
1,D,CX,國泰航空,467,B6,2018/08/07,15:20:00,2018/08/07,15:20:00,HKG,HongKong,香港,準時ONTIME,A330-300,,,,,3
1,D,KA,國泰港龍,5467,B6,2018/08/07,15:20:00,2018/08/07,15:20:00,HKG,HongKong,香港,準時ONTIME,,,,,,3
2,D,BR,長榮航空,196,C2,2018/08/07,15:20:00,2018/08/07,15:20:00,NRT,Tokyo,東京,準時ONTIME,A330-300,,,,,16
2,D,NH,全日本空輸,5806,C2,2018/08/07,15:20:00,2018/08/07,15:20:00,NRT,Tokyo,東京,準時ONTIME,,,,,,16
2,D,TG,泰國航空,6352,C2,2018/08/07,15:20:00,2018/08/07,15:20:00,NRT,Tokyo,東京,準時ONTIME,,,,,,16
2,D,CI,中華航空,545,A9,2018/08/07,15:25:00,2018/08/07,15:25:00,KHN,Nanchang,南昌,準時ONTIME,B737-800,,,,,6
2,D,MU,東方航空,8919,A9,2018/08/07,15:25:00,2018/08/07,15:25:00,KHN,Nanchang,南昌,準時ONTIME,,,,,,6
1,D,IT,台灣虎航,505,B1R,2018/08/07,15:30:00,2018/08/07,15:30:00,DMK,DMK,廊曼,準時ONTIME,A320-232,,,,,7
2,D,CI,中華航空,517,D7,2018/08/07,15:30:00,2018/08/07,15:30:00,PEK,Beijing,北京,準時ONTIME,B747-400,,,,,21
2,D,MU,東方航空,5008,D9,2018/08/07,15:30:00,2018/08/07,15:30:00,PVG,Shanghai/Pudong,上海/浦東,準時ONTIME,A330,,,,,2
2,D,CI,中華航空,8001,D9,2018/08/07,15:30:00,2018/08/07,15:30:00,PVG,Shanghai/Pudong,上海/浦東,準時ONTIME,,,,,,2
2,D,CZ,南方航空,3026,C5R,2018/08/07,15:35:00,2018/08/07,15:35:00,DYG,Zhangjiajie,張家界,準時ONTIME,A320,,,,,8
2,D,JL,日本航空,822,D10,2018/08/07,15:40:00,2018/08/07,15:40:00,NGO,Nagoya,名古屋,準時ONTIME,B737-800,,,,,7
2,D,HA,夏威夷航空,5412,D10,2018/08/07,15:40:00,2018/08/07,15:40:00,NGO,Nagoya,名古屋,準時ONTIME,,,,,,7
2,D,CI,中華航空,9922,D10,2018/08/07,15:40:00,2018/08/07,15:40:00,NGO,Nagoya,名古屋,準時ONTIME,,,,,,7
2,D,AE,華信航空,975,D3,2018/08/07,15:40:00,2018/08/07,15:40:00,SHE,Shenyang,瀋陽,準時ONTIME,B737-800,,,,,3
2,D,CZ,南方航空,4753,D3,2018/08/07,15:40:00,2018/08/07,15:40:00,SHE,Shenyang,瀋陽,準時ONTIME,,,,,,3
1,D,TR,酷航,899,B4,2018/08/07,15:45:00,2018/08/07,15:45:00,SIN,Singapore,新加坡,準時ONTIME,B787-9,,,,,1
1,D,D7,全亞洲航空,373,A6,2018/08/07,15:55:00,2018/08/07,15:55:00,KUL,KualaLumpur,吉隆坡,準時ONTIME,A330-300,,,,,12
2,D,AC,加拿大航空,18,C8,2018/08/07,15:55:00,2018/08/07,15:55:00,YVR,Vancouver,溫哥華,準時ONTIME,B787-9,,,,,20
2,D,TG,泰國航空,5871,C8,2018/08/07,15:55:00,2018/08/07,15:55:00,YVR,Vancouver,溫哥華,準時ONTIME,,,,,,20
1,D,CI,中華航空,186,A1,2018/08/07,16:00:00,2018/08/07,16:00:00,PUS,Busan,釜山,準時ONTIME,B737-800,,,,,8
1,D,KL,荷蘭航空,4994,A1,2018/08/07,16:00:00,2018/08/07,16:00:00,PUS,Busan,釜山,準時ONTIME,,,,,,8
1,D,KE,大韓航空,5698,A1,2018/08/07,16:00:00,2018/08/07,16:00:00,PUS,Busan,釜山,準時ONTIME,,,,,,8
2,D,CI,中華航空,509,A8,2018/08/07,16:05:00,2018/08/07,16:05:00,WUX,Wuxi,無錫,準時ONTIME,B737-800,,,,,22
2,D,MU,東方航空,8923,A8,2018/08/07,16:05:00,2018/08/07,16:05:00,WUX,Wuxi,無錫,準時ONTIME,,,,,,22
1,D,CI,中華航空,162,A2,2018/08/07,16:10:00,2018/08/07,16:10:00,ICN,Incheon,仁川,準時ONTIME,A330-300,,,,,8
1,D,KE,大韓航空,5694,A2,2018/08/07,16:10:00,2018/08/07,16:10:00,ICN,Incheon,仁川,準時ONTIME,,,,,,8
1,D,DL,達美航空,7719,A2,2018/08/07,16:10:00,2018/08/07,16:10:00,ICN,Incheon,仁川,準時ONTIME,,,,,,8
1,D,CX,國泰航空,443,B3,2018/08/07,16:10:00,2018/08/07,16:10:00,HKG,HongKong,香港,準時ONTIME,A330-300,,,,,3
1,D,KA,國泰港龍,5443,B3,2018/08/07,16:10:00,2018/08/07,16:10:00,HKG,HongKong,香港,準時ONTIME,,,,,,3
2,D,CI,中華航空,24,D2,2018/08/07,16:10:00,2018/08/07,16:10:00,ONT,Ontario,安大略,準時ONTIME,B777-300,,,,,13
1,D,CX,國泰航空,522,B5,2018/08/07,16:15:00,2018/08/07,16:15:00,NRT,Tokyo,東京,準時ONTIME,A330-300,,,,,3
2,D,KL,荷蘭航空,807,D6,2018/08/07,16:15:00,2018/08/07,16:15:00,MNL,Manila,馬尼拉,準時ONTIME,B777,,,,,
2,D,AF,法國航空,8414,D6,2018/08/07,16:15:00,2018/08/07,16:15:00,MNL,Manila,馬尼拉,準時ONTIME,,,,,,
2,D,CI,中華航空,106,D4,2018/08/07,16:20:00,2018/08/07,16:20:00,NRT,Tokyo,東京,準時ONTIME,A330-300,,,,,22
2,D,JL,日本航空,5040,D4,2018/08/07,16:20:00,2018/08/07,16:20:00,NRT,Tokyo,東京,準時ONTIME,,,,,,22
2,D,DL,達美航空,7745,D4,2018/08/07,16:20:00,2018/08/07,16:20:00,NRT,Tokyo,東京,準時ONTIME,,,,,,22
2,D,BR,長榮航空,186,B9,2018/08/07,16:25:00,2018/08/07,16:25:00,OKA,Okinawa,琉球(沖繩),準時ONTIME,A321-200,,,,,16
2,D,SQ,新加坡航空,5814,B9,2018/08/07,16:25:00,2018/08/07,16:25:00,OKA,Okinawa,琉球(沖繩),準時ONTIME,,,,,,16
2,D,TG,泰國航空,6364,B9,2018/08/07,16:25:00,2018/08/07,16:25:00,OKA,Okinawa,琉球(沖繩),準時ONTIME,,,,,,16
2,D,NH,全日本空輸,5810,B9,2018/08/07,16:25:00,2018/08/07,16:25:00,OKA,Okinawa,琉球(沖繩),準時ONTIME,,,,,,16
2,D,B7,立榮航空,187,C4,2018/08/07,16:25:00,2018/08/07,16:25:00,SZX,Shenzhen,深圳,準時ONTIME,A330-300,,,,,18
2,D,ZH,深圳航空,3402,C4,2018/08/07,16:25:00,2018/08/07,16:25:00,SZX,Shenzhen,深圳,準時ONTIME,,,,,,18
2,D,BR,長榮航空,722,C5,2018/08/07,16:30:00,2018/08/07,16:30:00,PVG,Shanghai/Pudong,上海/浦東,準時ONTIME,B777-300,,,,,16
2,D,CA,中國國際,5522,C5,2018/08/07,16:30:00,2018/08/07,16:30:00,PVG,Shanghai/Pudong,上海/浦東,準時ONTIME,,,,,,16
2,D,HO,吉祥航空,3188,C5,2018/08/07,16:30:00,2018/08/07,16:30:00,PVG,Shanghai/Pudong,上海/浦東,準時ONTIME,,,,,,16
2,D,B7,立榮航空,7018,C5,2018/08/07,16:30:00,2018/08/07,16:30:00,PVG,Shanghai/Pudong,上海/浦東,準時ONTIME,,,,,,16
1,D,CX,國泰航空,430,B6,2018/08/07,16:35:00,2018/08/07,16:35:00,ICN,Incheon,仁川,準時ONTIME,B777-200,,,,,3
2,D,B7,立榮航空,106,C3,2018/08/07,16:35:00,2018/08/07,16:35:00,DLC,Dalian,大連,準時ONTIME,A321-200,,,,,18
2,D,HU,海南航空,8124,C3,2018/08/07,16:35:00,2018/08/07,16:35:00,DLC,Dalian,大連,準時ONTIME,,,,,,18
1,D,IT,台灣虎航,610,B1,2018/08/07,16:40:00,2018/08/07,16:40:00,TAE,Daegu,大邱,準時ONTIME,A320-232,,,,,7
1,D,TW,德威航空,8664,B1,2018/08/07,16:40:00,2018/08/07,16:40:00,TAE,Daegu,大邱,準時ONTIME,,,,,,7
2,D,BR,長榮航空,871,C9,2018/08/07,16:40:00,2018/08/07,16:40:00,HKG,HongKong,香港,準時ONTIME,A330-200,,,,,16
2,D,HX,香港航空,1871,C9,2018/08/07,16:40:00,2018/08/07,16:40:00,HKG,HongKong,香港,準時ONTIME,,,,,,16
2,D,CI,中華航空,503,D5,2018/08/07,16:40:00,2018/08/07,16:40:00,PVG,Shanghai/Pudong,上海/浦東,準時ONTIME,B777-300,,,,,5
2,D,MU,東方航空,8903,D5,2018/08/07,16:40:00,2018/08/07,16:40:00,PVG,Shanghai/Pudong,上海/浦東,準時ONTIME,,,,,,5
2,D,CZ,南方航空,4805,D5,2018/08/07,16:40:00,2018/08/07,16:40:00,PVG,Shanghai/Pudong,上海/浦東,準時ONTIME,,,,,,5
2,D,CI,中華航空,116,D1,2018/08/07,16:45:00,2018/08/07,16:45:00,FUK,Fukuoka,福岡,準時ONTIME,A330-300,,,,,13
2,D,KL,荷蘭航空,4988,D1,2018/08/07,16:45:00,2018/08/07,16:45:00,FUK,Fukuoka,福岡,準時ONTIME,,,,,,13
2,D,JL,日本航空,5128,D1,2018/08/07,16:45:00,2018/08/07,16:45:00,FUK,Fukuoka,福岡,準時ONTIME,,,,,,13
2,D,SC,山東航空,4086,D9,2018/08/07,16:45:00,2018/08/07,16:45:00,TAO,Qingdao,青島,準時ONTIME,B737,,,,,5
2,D,B7,立榮航空,7102,D9,2018/08/07,16:45:00,2018/08/07,16:45:00,TAO,Qingdao,青島,準時ONTIME,,,,,,5
2,D,OZ,韓亞航空,714,C6,2018/08/07,16:50:00,2018/08/07,16:50:00,ICN,Incheon,仁川,準時ONTIME,A321,,,,,19
2,D,BR,長榮航空,2150,C6,2018/08/07,16:50:00,2018/08/07,16:50:00,ICN,Incheon,仁川,準時ONTIME,,,,,,19
1,D,CI,中華航空,919,A4,2018/08/07,16:55:00,2018/08/07,16:55:00,HKG,HongKong,香港,準時ONTIME,A330-300,,,,,10
1,D,JW,香草航空,158,B2,2018/08/07,16:55:00,2018/08/07,16:55:00,FUK,Fukuoka,福岡,準時ONTIME,A320,,,,,5
2,D,BR,長榮航空,759,B7,2018/08/07,16:55:00,2018/08/07,16:55:00,KWL,Guilin,桂林,準時ONTIME,A321-200,,,,,16
1,D,IT,台灣虎航,2232,A3,2018/08/07,17:05:00,2018/08/07,17:05:00,OKA,Okinawa,琉球(沖繩),準時ONTIME,A320-232,,,,,7
2,D,CI,中華航空,150,A9,2018/08/07,17:05:00,2018/08/07,17:05:00,NGO,Nagoya,名古屋,準時ONTIME,A330-300,,,,,3
2,D,KL,荷蘭航空,4998,A9,2018/08/07,17:05:00,2018/08/07,17:05:00,NGO,Nagoya,名古屋,準時ONTIME,,,,,,3
2,D,DL,達美航空,7721,A9,2018/08/07,17:05:00,2018/08/07,17:05:00,NGO,Nagoya,名古屋,準時ONTIME,,,,,,3
2,D,JL,日本航空,5114,A9,2018/08/07,17:05:00,2018/08/07,17:05:00,NGO,Nagoya,名古屋,準時ONTIME,,,,,,3
2,D,CI,中華航空,158,A7,2018/08/07,17:10:00,2018/08/07,17:10:00,KIX,OsakaKansai,大阪/關西,準時ONTIME,A330-300,,,,,9
2,D,JL,日本航空,5108,A7,2018/08/07,17:10:00,2018/08/07,17:10:00,KIX,OsakaKansai,大阪/關西,準時ONTIME,,,,,,9
2,D,CI,中華航空,122,D8,2018/08/07,17:10:00,2018/08/07,17:10:00,OKA,Okinawa,琉球(沖繩),準時ONTIME,A330-300,,,,,5
2,D,MH,馬來西亞,5596,D8,2018/08/07,17:10:00,2018/08/07,17:10:00,OKA,Okinawa,琉球(沖繩),準時ONTIME,,,,,,5
2,D,KL,荷蘭航空,4980,D8,2018/08/07,17:10:00,2018/08/07,17:10:00,OKA,Okinawa,琉球(沖繩),準時ONTIME,,,,,,5
2,D,JL,日本航空,5136,D8,2018/08/07,17:10:00,2018/08/07,17:10:00,OKA,Okinawa,琉球(沖繩),準時ONTIME,,,,,,5
1,D,IT,台灣虎航,305,B4,2018/08/07,17:15:00,2018/08/07,17:15:00,MFM,Macau,澳門,準時ONTIME,A320-232,,,,,7
2,D,CA,中國國際,836,D10,2018/08/07,17:20:00,2018/08/07,17:20:00,WNZ,Wenzhou,溫州,準時ONTIME,A319,,,,,1
2,D,B7,立榮航空,7032,D10,2018/08/07,17:20:00,2018/08/07,17:20:00,WNZ,Wenzhou,溫州,準時ONTIME,,,,,,1
2,D,MU,東方航空,5002,D2,2018/08/07,17:20:00,2018/08/07,17:20:00,NKG,Nanjing,南京,準時ONTIME,A321,,,,,2
2,D,AE,華信航空,5001,D2,2018/08/07,17:20:00,2018/08/07,17:20:00,NKG,Nanjing,南京,準時ONTIME,,,,,,2
2,D,CI,中華航空,112,D3,2018/08/07,17:20:00,2018/08/07,17:20:00,HIJ,Hiroshima,廣島,準時ONTIME,B737-800,,,,,13
2,D,JL,日本航空,5110,D3,2018/08/07,17:20:00,2018/08/07,17:20:00,HIJ,Hiroshima,廣島,準時ONTIME,,,,,,13
2,D,BR,長榮航空,180,C5R,2018/08/07,17:30:00,2018/08/07,17:30:00,KIX,OsakaKansai,大阪/關西,準時ONTIME,A321-200,,,,,16
2,D,MU,東方航空,2910,C5R,2018/08/07,17:30:00,2018/08/07,17:30:00,CZX,Changzhou,常州,準時ONTIME,A320,,,,,2
2,D,TG,泰國航空,6360,C5R,2018/08/07,17:30:00,2018/08/07,17:30:00,KIX,OsakaKansai,大阪/關西,準時ONTIME,,,,,,16
2,D,NH,全日本空輸,5842,C5R,2018/08/07,17:30:00,2018/08/07,17:30:00,KIX,OsakaKansai,大阪/關西,準時ONTIME,,,,,,16
2,D,CI,中華航空,12,D7,2018/08/07,17:30:00,2018/08/07,17:30:00,JFK,NewYork,紐約,準時ONTIME,B777-300,,,,,9
2,D,VN,越南航空,3008,D7,2018/08/07,17:30:00,2018/08/07,17:30:00,JFK,NewYork,紐約,準時ONTIME,,,,,,9
2,D,ZH,深圳航空,9074,C5R,2018/08/07,17:35:00,2018/08/07,17:35:00,SZX,Shenzhen,深圳,準時ONTIME,B737,,,,,6
2,D,B7,立榮航空,7151,C5R,2018/08/07,17:35:00,2018/08/07,17:35:00,SZX,Shenzhen,深圳,準時ONTIME,,,,,,6
2,D,CZ,南方航空,3096,A8,2018/08/07,17:45:00,2018/08/07,17:45:00,PVG,Shanghai/Pudong,上海/浦東,準時ONTIME,A321,,,,,8
2,D,CI,中華航空,8501,A8,2018/08/07,17:45:00,2018/08/07,17:45:00,PVG,Shanghai/Pudong,上海/浦東,準時ONTIME,,,,,,8
1,D,CX,國泰航空,485,B5,2018/08/07,17:45:00,2018/08/07,17:45:00,HKG,HongKong,香港,準時ONTIME,A330-300,,,,,3
1,D,KA,國泰港龍,5485,B5,2018/08/07,17:45:00,2018/08/07,17:45:00,HKG,HongKong,香港,準時ONTIME,,,,,,3
2,D,SQ,新加坡航空,879,D6,2018/08/07,17:45:00,2018/08/07,17:45:00,SIN,Singapore,新加坡,準時ONTIME,A330,,,,,7
2,D,BR,長榮航空,2203,D6,2018/08/07,17:45:00,2018/08/07,17:45:00,SIN,Singapore,新加坡,準時ONTIME,,,,,,7
1,D,MM,樂桃航空,926,B3,2018/08/07,18:00:00,2018/08/07,18:00:00,OKA,Okinawa,琉球(沖繩),準時ONTIME,A320,,,,,1
1,D,CI,中華航空,923,A6,2018/08/07,18:10:00,2018/08/07,18:10:00,HKG,HongKong,香港,準時ONTIME,B737-800,,,,,10
2,D,BR,長榮航空,857,B9,2018/08/07,18:10:00,2018/08/07,18:10:00,HKG,HongKong,香港,準時ONTIME,A330-300,,,,,16
2,D,HX,香港航空,1857,B9,2018/08/07,18:10:00,2018/08/07,18:10:00,HKG,HongKong,香港,準時ONTIME,,,,,,16
2,D,BR,長榮航空,758,C5R,2018/08/07,18:15:00,2018/08/07,18:15:00,HGH,Hangzhou,杭州,準時ONTIME,A321-200,,,,,18
2,D,CA,中國國際,5528,C5R,2018/08/07,18:15:00,2018/08/07,18:15:00,HGH,Hangzhou,杭州,準時ONTIME,,,,,,18
2,D,MU,東方航空,2050,A9,2018/08/07,18:20:00,2018/08/07,18:20:00,HFE,Hefei,合肥,準時ONTIME,A320,,,,,2
2,D,CI,中華航空,8027,A9,2018/08/07,18:20:00,2018/08/07,18:20:00,HFE,Hefei,合肥,準時ONTIME,,,,,,2
2,D,CA,中國國際,190,D5,2018/08/07,18:25:00,2018/08/07,18:25:00,PEK,Beijing,北京,準時ONTIME,A321,,,,,1
2,D,BR,長榮航空,2766,D5,2018/08/07,18:25:00,2018/08/07,18:25:00,PEK,Beijing,北京,準時ONTIME,,,,,,1
